videoid,name,sub_category,main_category
animal_01,"Time-lapse of a large herd of animals migrating across a savanna landscape from left to right: starting concentrated on the left, progressing steadily towards the center, and finally occupying the right side of the frame, illustrating their continuous movement throughout the migration.",animal,biological
3d_printing_21,"Time-lapse of a 3D printing process creating a decorative object. It begins with initial setup, progresses through the formation and growth of the structure layer by layer, and ends with the complete object being removed from the printer bed.",3d_printing,human_creation
animal_06,"Time-lapse of a herd of deer grazing in a field during a clear day, gradually repositioning over time. A person in a red shirt appears, briefly observes the deer, and then leaves, causing the deer to drift further into the field away from the camera.",animal,biological
animal_07,"Time-lapse capturing guinea pigs within their enclosure: one guinea pig peeks out, moves forward, and eats while another joins in. The first guinea pig searches for food, retreats, and the second one emerges, exploring the surroundings.",animal,biological
animal_05,"Time-lapse of livestock, likely pigs, moving and exploring within a fenced grassy area. The animals are seen repositioning and grazing throughout the sequence, showcasing their dynamic movement and natural exploratory behavior over time.",animal,biological
animal_10,Time-lapse of sturgeon fish in a tank showing increased activity and movement from resting at the bottom to swimming vigorously and dispersing evenly throughout the tank.,animal,biological
animal_04,"Time-lapse of sheep grazing in a green field, starting clustered on one side and gradually dispersing. As they continue to graze, the sheep spread out more evenly across the field, ending with an almost uniform distribution. The surrounding fencing, buildings, and trees remain unchanged throughout the video.",animal,biological
animal_08,"Time-lapse of a rabbit digging in a grassy enclosure. The rabbit begins by creating a small hole, which it enlarges over time. The rabbit alternates between digging and pausing to inspect its surroundings. Ultimately, the rabbit sits beside a significantly larger hole with displaced soil around the perimeter.",animal,biological
animal_11,"Time-lapse of sea stars on the ocean floor: starts in darkness, transitions to light with sea stars scattered on the sandy floor, shows gradual movement and repositioning of sea stars, highlights one actively moving sea star, and ends with a return to darkness, suggesting a cyclic or transitional period.",animal,biological
animal_09,"Time-lapse of starfish on a sandy ocean floor: beginning scattered, they gradually show slight movements, reposition, and steadily disperse, culminating in significant changes in positions and interactions by the end of the video.",animal,biological
animal_12,"Time-lapse of zebras in a savanna with a solitary tree: initially scattered across the field, then gathering closer to the tree, and gradually dispersing wider away from the tree as time progresses, resulting in a few zebras remaining near the tree by the end of the video.",animal,biological
animal_13,"Time-lapse of sea cucumbers moving from a tightly clustered group on the sandy ocean floor to a widely dispersed distribution, covering more area and creating noticeable gaps as they gradually spread out over time.",animal,biological
animal_17,"Time-lapse of a serene lakeside with sparse floating vegetation and a clear sky. Minimal changes in the environment are observed, primarily focusing on increasing bird activity over time, with birds becoming more visible in the frame, flying and interacting with the natural setting. The scene remains tranquil throughout despite the subtle wildlife movements.",animal,biological
animal_14,"Time-lapse of wildebeests and zebras at a water source: initially grazing, approaching water, drinking, and then dispersing. Zebras and wildebeests interact by the water, with some animals moving close to the camera by the end.",animal,biological
animal_16,"Time-lapse of a red fox and its kits at a den: the adult fox inspects surroundings and digs at the entrance, followed by kits emerging and progressively exploring outside, showcasing social behavior and increasing mobility.",animal,biological
animal_15,"Time-lapse of animal migration at a watering hole, likely in Africa. Zebras and wildebeests move from the water source, raising dust, and gradually spread out. Throughout the video, some animals approach the water while others continue moving away, with the migration process evident from start to finish.",animal,biological
3d_printing_06,"Time-lapse showing the 3D printing process of a complex vase or architectural element, beginning with initial base layers and progressing through the addition of multiple layers. The object takes shape and height, becomes more detailed, with intricate edges forming. The print is nearly complete after several layers, and finally, the finished object is removed, leaving the printer bed empty.",3d_printing,human_creation
animal_19,"Time-lapse of cattle grazing at Long Lake Plantation over 3 hours. Starting with a nearly empty field, cattle progressively populate and spread out, graze intensively, and then slowly diminish. The field sees dense cattle activity mid-way, a slight reduction, a brief resurgence, and finally, an almost empty field as the cattle move on.",animal,biological
animal_18,Time-lapse of a herd of horses grazing on a dry landscape. The video shows incremental movement and repositioning of the horses over time while they continue to graze throughout the video.,animal,biological
animal_21,"Time-lapse of cows grazing and moving in a hilly landscape, with a wind turbine prominently in the background. The primary cow in the foreground gradually moves across the field, offering dynamic views of the scenery, including a winding road. The video concludes with a logo superimposed over the field scene.",animal,biological
aurora_03,"Time-lapse of aurora borealis over a night sky: starting with green arcs, intensifying with pronounced streaks, and evolving into swirling patterns. The aurora peaks in vivid hues before gradually fading into a homogeneous glow on a steadily brightened horizon, under a crescent moon.",aurora,meteorological
aurora_01,"Time-lapse of an aurora evolving in the night sky: starting with faint green lights that become more pronounced, expanding vibrantly, and forming dynamic patterns. The aurora progresses to swirling motions, converging into thick bands, and finally spreads out, creating a mesmerizing display of multiple vibrant bands and dynamic shapes.",aurora,meteorological
animal_20,"Time-lapse of goats grazing in a shrubland: starting with undisturbed vegetation, goats entering and spreading out to graze, increasing in number, leading to noticeable thinning of vegetation, and ending with heavily grazed landscape.",animal,biological
aurora_06,"Time-lapse of the aurora borealis over a nighttime cityscape: starting with faint lights, developing into intense green streaks, peaking in bright, swirling patterns, and gradually fading back to a mostly dark sky with subtle green hues.",aurora,meteorological
aurora_05,"Time-lapse of the Northern Lights over a mountainous landscape, showing the aurora's progression from subtle green ribbons to broad, vibrant bands at peak activity, and then gradually tapering off with dispersed and less vivid green bands.",aurora,meteorological
aurora_02,"Time-lapse of the aurora borealis on a clear night, starting with a faint aurora band, then brightening with visible vertical streaks. The aurora intensifies, showing defined vertical streaks, steadies in brightness, and finally, slightly diminishes but remains visible with ongoing streaks.",aurora,meteorological
aurora_07,"Time-lapse of aurora borealis over a rural nighttime landscape. Starting faintly visible, the aurora gradually becomes clearer and more vibrant, accompanied by extended star trails indicating the passage of time. The sequence concludes with a prominent display of the aurora, showcasing its greenish tint against the night sky.",aurora,meteorological
aurora_04,"Time-lapse of the aurora borealis evolving over a night sky: starting with a faint hint, gradually forming pronounced purplish hues, dominating the sky before dimming, and dispersing into thin, feather-like structures, finally blending softly into the starlit night.",aurora,meteorological
aurora_08,"Time-lapse of the aurora borealis evolving over the night: starting from a dark sky with minimal activity, the aurora gradually intensifies, showcasing vibrant and colorful bands at its peak, and then slowly fades, leaving faint hues by the end.",aurora,meteorological
aurora_09,"Time-lapse of an aurora borealis over a nighttime residential area, starting as a faint green glow. The aurora intensifies, displaying vibrant green and reddish hues with dynamic swirling patterns. Eventually, the aurora slightly diminishes but maintains its presence with subtle hues.",aurora,meteorological
aurora_12,"Time-lapse of the aurora borealis developing over time: starting with a faint green and purple display, growing brighter with increased structure and dynamic movement, reaching a peak of vibrant, shimmering colors, and finally beginning to fade.",aurora,meteorological
3d_printing_02,"Time-lapse of a 3D printing project constructing a complex geometric structure from base layers to completion, with consistent vertical growth and intricate details emerging throughout the process. The video shows the printer moving steadily upward, forming increasingly taller and more elaborate shapes, culminating in a fully developed model by the end.",3d_printing,human_creation
aurora_10,"Time-lapse of the Northern Lights (Aurora Borealis) developing from a faint glow on the horizon to a vivid, wide green band across the night sky. The light progressively brightens and expands, eventually illuminating the landscape with a prominent green hue over a body of water and silhouetted trees.",aurora,meteorological
aurora_16,"Time-lapse of the aurora borealis appearing and dissipating over a night landscape. It starts with a dark sky, progresses to a pronounced green aurora, which then gradually fades, leaving behind a dim glow, and finally, the sky returns to almost complete darkness.",aurora,meteorological
aurora_18,"Time-lapse of the aurora borealis developing and evolving: begins with a clear, dark night sky with faint stars, followed by initial green hues on the horizon, then increased intensity of green lights, and culminating in a vivid display of green and red auroras, before fading back into the dark, starry sky.",aurora,meteorological
aurora_14,"Time-lapse of auroras forming and moving dynamically over a night sky, starting with an initial green display, expanding with green and purple hues, showing vibrant arcs, complex patterns, prominent green rays, and ending with the auroras at their most vibrant, featuring broad green swathes and subtle purple tinges.",aurora,meteorological
3d_printing_07,"Time-lapse of a 3D printing process constructing a woven vase: beginning with the base layer, gradually forming woven patterns, continuing vertical expansion and intricate weaving, and finishing with the vase fully formed displaying detailed woven patterns.",3d_printing,human_creation
aurora_13,"Time-lapse of the Northern Lights over tidal flats in Langwarden, Germany, from May 8-9, 2016: starting with a clear, starry night sky, the aurora gradually intensifies, displaying vibrant purple and pink hues. The aurora brightens and spreads, deeply reflecting on the water, before dimming towards dawn, transitioning to a calm, early morning sky.",aurora,meteorological
aurora_15,"Time-lapse of the aurora borealis over a night sky: starts with a faint glow among the stars, gradually intensifies with green hues, evolves into distinct green and pink structures, reaches a vibrant display with swirling patterns, then slightly diminishes in intensity while retaining prominent colors.",aurora,meteorological
aurora_17,"Time-lapse of an Aurora Borealis over a night-time forest landscape. The aurora transitions from barely visible to vivid patterns and bright green swirls, and eventually reaches its peak intensity, illuminating the sky and surroundings with bright, widespread green arcs.",aurora,meteorological
aurora_19,"Time-lapse of the aurora borealis evolving over a body of water from a clear night sky. Initially featuring stars and horizon lights, the aurora begins faintly, intensifies with green and pink hues, peaks with vibrant green waves and reflections, then gradually diminishes yet remains visible against the starry sky.",aurora,meteorological
baking_04,"Time-lapse of a cinnamon roll baking from raw dough to a fully baked pastry. The dough starts uncooked, then gradually dries, expands, and hardens. It goes through stages of browning and crisping, showing mid to late baking changes, ultimately achieving a uniform golden brown color and firm texture by the end.",baking,physical
aurora_20,"Time-lapse of auroras in the night sky, starting with intense green curtains, shifting to defined streaks and bright patches, then to dispersed displays. The auroras continuously change, forming undulating curtains, diffused patches, bright streaks, and vibrant bands, showcasing dynamic motion and intensity variations throughout the night.",aurora,meteorological
baking_05,"Time-lapse of cheese toast being made: starting with solid cheese on bread slices, the cheese melts and spreads evenly, progresses to bubbling, and forms a golden-brown, crispy crust by the end.",baking,physical
baking_08,"Time-lapse of a pastry with red fruit filling baking: starting with raw dough, slightly puffing up, progressively browning and rising, edges becoming golden and crisp, and finally a fully baked deep golden-brown pastry with settled filling.",baking,physical
baking_09,"Time-lapse of a croissant baking process: starting from raw dough covered in seasoning, then rising and puffing, gradually turning golden brown, developing layers and flaky texture, and finishing as a fully baked, deep golden brown croissant with distinct flaky layers.",baking,physical
baking_03,"Time-lapse of a baking process where dough is placed in the oven, gradually rising and developing a dark brown crust as it bakes, resulting in a fully risen and thoroughly baked item by the end.",baking,physical
baking_13,"Time-lapse of a marbled cake baking process: starting with freshly poured batter in pans, signs of rising by initial heat exposure, uniform rising and solidifying midway, significant structured marbling and defined surface formation, and finally a fully baked, solid cake ready to be removed from the oven.",baking,physical
baking_12,"Time-lapse of chocolate macarons baking in the oven: starting from glossy batter, rising slightly, developing feet, continuing to rise with more pronounced feet, and eventually reaching their final form with smooth tops and well-defined, ruffled feet.",baking,physical
baking_07,"Time-lapse of meat and cheese-stuffed baguettes baking, starting with raw ingredients. Cheese melts and toppings brown progressively, indicating baking stages. The baguettes transition from unbaked to fully baked, showcasing melted cheese, well-browned toppings, and completed baking.",baking,physical
baking_17,"Time-lapse of a Danish pastry with custard filling baking: raw dough with custard dollops expanding and rising, dough puffing up, and custard firming and browning. The pastry transitions from light to golden brown, with the custard slightly caramelizing by the end, resulting in a fully baked and golden-brown pastry.",baking,physical
baking_18,"Time-lapse of a pizza baking from an uncooked state to fully baked: starting with cold toppings, the cheese progressively melts and browns, the edges crisp up, and the vegetables and meats cook thoroughly until the pizza is fully baked and golden brown by the end.",baking,physical
baking_14,"Time-lapse of a cake baking: starting with raw batter, progressing through stages of setting, bubbling, rising, and browning, and culminating in a fully risen cake with a golden-brown crust.",baking,physical
baking_06,"Time-lapse of an egg dish with cheese being baked in a ramekin. It begins with raw ingredients, and over time, the egg white becomes opaque and solidifies, while the yolk gradually firms up. By the end, the egg white is fully cooked, and the yolk shows a partially solidified center.",baking,physical
baking_15,"Time-lapse of a brownie baking inside an oven: starting from liquid batter, heating and solidifying with gradual rising, forming a crust by midway, and eventually becoming fully risen with a firm, darkened crust by the end.",baking,physical
baking_19,"Time-lapse of pastries baking in an oven, beginning with raw dough. Gradual changes include initial firmness, early browning, progressive golden coloring, puffing, and finally, reaching a well-browned, crispy, and flaky appearance.",baking,physical
baking_20,"Time-lapse of a pretzel baking, starting from uncooked dough with salt, gradually puffing up and browning. The pretzel changes from a light brown to a golden brown, expanding in size and developing a crispy texture, until it reaches its final fully baked state.",baking,physical
baking_02,"Time-lapse of a loaf of bread baking in an oven: starting as shaped dough with flour dusting, initial rising and crust formation, surface browning, significant expansion, and deeper browning, ending with fully risen and uniformly browned bread.",baking,physical
baking_16,"Time-lapse of cookies baking in the oven, starting from raw dough, expanding and flattening as they bake, and reaching a uniform golden brown color by the end of the video.",baking,physical
baking_11,"Time-lapse of muffins baking: starting with raw batter in cupcake liners, transitioning through stages of setting, bubbling, and rising, until reaching fully risen domes. The muffins gradually take on a golden brown color, indicating they are fully baked and ready to be removed from the oven.",baking,physical
baking_22,"Time-lapse of buns baking in an oven, showing stages from unrisen buns with toppings to fully baked, golden brown buns. The buns rise progressively, filling the dish and browning as the video advances, eventually achieving an even golden brown color.",baking,physical
baking_21,"Time-lapse of a dish baking in the oven, starting with rolled meat and shredded cheese in a baking dish. The cheese melts and spreads evenly, eventually browning. The dish progresses from the initial uncooked state to fully baked, with a uniformly browned and bubbly cheese topping at the end.",baking,physical
beach_02,"Time-lapse of a coastal beach transitioning from late afternoon to early twilight. Initially, the sun is high with some clouds, gradually lowering with thicker clouds and dimming light. Sunsets dramatically with increased darkness, followed by dusk and early evening where city lights may become visible, ending in twilight with minimal daylight.",beach,meteorological
beach_03,"Time-lapse of boats moving from the shore into deeper waters against a backdrop of mountains and cloudy skies. Initially docked near the beach, the boats gradually shift further away, with the beach becoming more prominent and the boats dispersing in the distant waters, indicating tidal changes and shifts in perspective.",beach,meteorological
beach_04,"Time-lapse of a beach transitioning from dusk to full daylight, showing gradual lighting changes that reveal increasing details of the water, beach, and distant mountains. The scene evolves from dim evening light to bright, clear morning visibility, providing a comprehensive view of the landscape.",beach,meteorological
beach_06,"Time-lapse of a beach scene showing tidal movements: starting with calm waves, progressively getting closer to the shore, and reaching their closest point to beachside structures, illustrating high tidal activity by the end.",beach,meteorological
beach_01,"Time-lapse of a busy beach becoming increasingly crowded: starting with moderate foot traffic and scattered umbrellas, developing into a dense crowd with numerous umbrellas, peaking in crowd density, and then slightly dispersing as people move towards the shoreline, culminating in significant activity near the water.",beach,meteorological
beach_11,"Time-lapse of a beach during sunset, starting empty, with increasing activities as more people wade into the water. Peaks with several individuals engaging in various activities and then gradually empties out by the end of the video.",beach,meteorological
beach_08,"Time-lapse of a moonlit beach scene over the course of a night. The sequence depicts the moon's movement and varying cloud cover, illuminating and dimming the beach. Human activity is minimal but gradually increases and then decreases, and tire tracks in the sand change slightly, indicating some activity. The beach eventually appears darker with fewer visible details as the sky becomes heavily clouded.",beach,meteorological
beach_05,"Time-lapse of a boat drifting away from the shore: starting stationary near a red flag and pole, moving slightly by mid-sequence, and gradually retreating into deeper water by the end.",beach,meteorological
beach_10,"Time-lapse of the Durdle Door rock arch beach transitioning from late afternoon to early evening, showing progressively dimmer lighting and lengthening shadows across the scene.",beach,meteorological
beach_13,"Time-lapse of a beach sunset scene showing gradual changes from a bright daytime beach with a few clouds and people, to longer shadows and warmer hues as the sun sets, culminating in the last light of the setting sun with fewer people and a warmer sky.",beach,meteorological
beach_07,"Time-lapse of an evening beach scene capturing the sunset. Beachgoers casually interact as the sun lowers, with activities including playing sports and walking. Gradual transition from a well-lit beach to twilight, ending with the sun nearly set, casting long shadows. Beachgoers are silhouetted towards the end, creating a serene atmosphere as evening approaches.",beach,meteorological
beach_14,"Time-lapse of a sunset beach gathering evolving from day to night. A group of people starts under a canopy at sunset, with the crowd growing and artificial lights turning on as evening approaches. As night falls, the gathering is illuminated by canopy lights, with participants enjoying the beach ambiance into the night.",beach,meteorological
beach_15,"Time-lapse of a beachside scene showing the gradual clearing of clouds. Starting with some scattered clouds in a sunny sky, the weather progressively becomes clearer, ending with very few clouds in the sky. The beach, sea, and palm trees remain constants throughout the video, highlighting the change in cloud cover.",beach,meteorological
beach_16,"Time-lapse of a beach scene transitioning from late afternoon to dusk. The video captures the sun slowly setting behind partially cloudy skies, casting various shades of golden, pink, and orange hues. As the sun crosses the horizon, the sky darkens to twilight and then to a deeper blue, with a boat visible on the water throughout the sequence.",beach,meteorological
beach_18,"Time-lapse of tidal changes on a sandy beach with a green mountainous backdrop. Calm waves initially approach the shore, gradually increasing in height and intensity. The shore becomes increasingly covered by water as the tide comes in, with notable wave activity and rising water levels throughout the sequence.",beach,meteorological
beach_12,"Time-lapse of a beach shoreline from pre-dawn to bright morning. It starts with a dark sky and a visible pier, gradually lightening as dawn approaches. The sun rises, casting warm glows, reflecting on the water, and fully illuminating the beach. The sequence ends with the sun high in the sky and birds flying above, creating a lively morning atmosphere.",beach,meteorological
blooming_03,"Time-lapse of a yellow daffodil blooming: beginning with a tightly clustered bud, petals gradually unfurl, revealing the inner flower structure. Progressing through increased petal separation and spreading outwards, the daffodil reaches nearly full bloom, finally culminating in a completely open flower with all petals fully extended.",blooming,biological
beach_17,"Time-lapse of a sunset at a beach: beginning with the sun high above the horizon, descending over the beach with intermittent human activity. The sun gradually sets, touching the horizon and creating afterglow, while waves continue to lap against the shore.",beach,meteorological
blooming_01,"Time-lapse of yellow dandelions blooming: starting partially opened, petals progressively open further, showing distinct layers and significant blooming stages, until they reach full and peak bloom with petals maximally spread.",blooming,biological
beach_19,"Time-lapse of a serene beach sunset transitioning into night: sun near horizon casting golden light, silhouetted figures walking, colors of dusk reflecting on sea, sky cooling and darkening into twilight, and ending with the beach in near darkness with a faint glow.",beach,meteorological
blooming_06,"Time-lapse of a pink water lily blooming from a closed bud just above the water's surface to a fully opened flower, showcasing the gradual opening of petals and revealing its inner segments.",blooming,biological
blooming_08,"Time-lapse of pink tulips blooming from tightly closed buds to fully open flowers, showing sequential stages of petals gradually opening until reaching full bloom.",blooming,biological
blooming_11,"Time-lapse of a dandelion blooming and transforming: starting with a partially closed bud, gradually unfolding, drying out, and curling inward, then transitioning into a seed head, with white fibers emerging and expanding, culminating in a fully transformed white puffball.",blooming,biological
blooming_04,"Time-lapse of a white hibiscus blooming: starting as a tightly closed bud with an adjacent wilting flower, gradually opening its petals, and showing stamen and vibrant colors as it reaches full bloom, with the second flower continuing to wilt. The main flower exhibits beginning signs of petal wilting by the end of the video.",blooming,biological
blooming_05,"Time-lapse of a water lily blooming: starting from a closed bud, it gradually opens, revealing pink petals and yellow stamens. The flower continues to unfold, displaying a prominent pink color and central yellow stamens, until it reaches full bloom with all petals spread wide and the center fully visible.",blooming,biological
blooming_10,"Time-lapse of a white Datura flower blooming from a partially opened state to full bloom, with petals gradually unfolding and extending, revealing the center fully by the end of the sequence.",blooming,biological
blooming_07,"Time-lapse of cherry blossoms blooming: starting with tightly closed buds, gradually opening, with petals becoming more prominent. The majority of flowers are fully open by the end, displaying a dense array of blossoms.",blooming,biological
blooming_02,"Time-lapse of a passionflower blooming: Starting from a tightly closed bud, it gradually swells and begins to open. The outer petals peel back as the inner petals and central structures unfold. The flower fully opens, displaying intricate stamen and vibrant purple filaments, reaching peak bloom by the video’s end.",blooming,biological
beach_20,"Time-lapse of ocean waves crashing against a rocky coastline and beach on a sunny day, showing the cyclical movement from waves nearing the shore with increasing intensity, crashing with prominent foam, to waves retreating and revealing more of the shoreline and rocks.",beach,meteorological
blooming_14,"Time-lapse of white hawthorn flowers blooming: starting with tightly closed buds, gradually expanding with initial petal separation, beginning to open, increasingly pronounced blooming, nearly fully open flowers, and culminating in a peak full bloom with all petals fully opened amidst green foliage.",blooming,biological
blooming_09,"Time-lapse of flowers blooming in an orchard over several days: starting with closed buds in the early morning, gradually swelling, partially opening, then fully blooming. The sequence captures changes in lighting from morning to evening, highlighting the flowers' vibrant petals and the emergence of new greenery in the bright afternoon light.",blooming,biological
blooming_13,"Time-lapse of a white daisy blooming from a partially closed bud to fully extended petals, with its yellow center becoming prominently visible. The sequence shows the natural progression from bud through various stages of opening until reaching full bloom, including the development of a second bloom that also begins to open.",blooming,biological
blooming_12,"Time-lapse of a purple aster flower blooming, transitioning from a partially closed state to fully open. Initially, the central petals are tightly packed, gradually spreading over time. The flower continually opens outward, revealing more of the inner petals, until it reaches full bloom with relaxed and open petals.",blooming,biological
blooming_16,"Time-lapse of dandelions transitioning from blooming yellow flowers to mature seed heads. The transformation includes flowers wilting and closing, emerging seed puffs appearing, and finally, fully developed puffballs with prominent seed heads.",blooming,biological
blooming_18,"Time-lapse of an orange rose blooming: starting from a partially bloomed state, progressing through early and mid-bloom stages, and gradually unfurling more petals until fully open.",blooming,biological
building_03,"Time-lapse of a metropolitan cityscape transitioning from morning to late afternoon: starting with a clear morning sky and short shadows, progressing through mid-morning and late morning with shifting shadows, approaching noon with pronounced shadows, early afternoon with shifting light, mid-afternoon with extending shadows, and ending in the late afternoon with elongated shadows.",building,human_creation
blooming_20,"Time-lapse of a red hibiscus flower's lifecycle: beginning with a closed bud, progressing through stages of swelling and partial opening, reaching full bloom with vibrant petals, followed by gradual wilting, where petals start drooping and closing, ultimately ending with the flower nearly completely wilted and shriveled.",blooming,biological
building_08,"Time-lapse of an urban cityscape transitioning from twilight to night, capturing the gradual increase in artificial lighting from buildings and streetlights as the sky darkens, culminating in a fully illuminated nighttime scene.",building,human_creation
building_06,"Time-lapse of an urban area at night showing a gradual darkening: starting from early night with bright street and building lights, progressing through increased darkness while lights remain consistent, and ending with a late-night scene with minimal ambient light.",building,human_creation
blooming_19,"Time-lapse of a yellow ranunculus flower blooming: starting from a tightly closed bud, petals progressively unfurl and open wider, revealing inner petals and the flower's center, until almost fully bloomed by the end of the sequence.",blooming,biological
building_01,"Time-lapse of a nighttime urban cityscape with illuminated skyscrapers. Initially, no traffic is visible, but as the video progresses, light changes suggest subtle movements. A taxi appears, moves toward the center, and becomes more prominent, indicating active nighttime traffic and interactions at street level.",building,human_creation
building_05,"Time-lapse of a city skyline transitioning from dusk to early night: starts with a vibrant red and orange sky, buildings slowly illuminating, sky darkening further into evening, and ends with the city brightly lit against a fully darkened night sky.",building,human_creation
building_02,"Time-lapse of a blooming tree in a nighttime urban setting. The video shows increasing traffic and dynamic changes in city lights, with the tree remaining central amidst high-rise buildings and continuous vehicle movement, illustrating the vibrant night city life.",building,human_creation
building_04,"Time-lapse of weather changes in an urban skyline, focusing on three skyscrapers with dynamic cloud patterns. The sequence starts with partial clouds and mixed lighting, progresses to dense cloud cover with diffused reflections, and ends with a mix of dense clouds and clearing patches, showing significant sky and lighting variations throughout.",building,human_creation
building_07,"Time-lapse of an urban cityscape showing dynamic cloud movement and weather changes. Starting with a mix of fluffy and dark clouds, clouds become denser and darker, overshadowing the blue sky, before gradually clearing up, revealing more blue sky again at the end.",building,human_creation
building_11,"Time-lapse of a night view city skyline by the waterfront: starts with illuminated buildings and smooth water reflections, increasingly vibrant lights, green and blue laser beams, and growing boat activity that enhances the dynamic reflections on the water throughout the video.",building,human_creation
building_10,"Time-lapse of a cityscape transitioning from late afternoon to night. Beginning with clear building visibility, the scene gradually darkens, with building lights becoming increasingly prominent. By twilight, many lights are on, and by nightfall, the city is fully illuminated against a dark sky.",building,human_creation
building_09,"Time-lapse of a city skyline over a day: starting in bright daylight with defined shadows, experiencing minor changes due to cloud movement, progressing to late afternoon with softening light and lengthening shadows, and transitioning into early evening with reduced brightness and more muted colors.",building,human_creation
building_13,"Time-lapse of a cityscape featuring a construction crane, transitioning from early morning with an overcast sky to night with illuminated buildings. The video captures the progression of daylight, including bright midday, fading early evening, and dusk, followed by nighttime with prominent city lights against a dark sky.",building,human_creation
